Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,bert_replyContent_pred
1189,the number of likes for this review is 0. the version of the app is 33.0. rapid replies. numerous amenities offered.,4,0,33.0,"it took 15 days 22:54:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks, lily.",15 days 22:54:00,4.0051165
1190,the number of likes for this review is 0. the version of the app is nan. mantap,4,0,,"it took 0 days 00:03:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other convenient transaction features. thanks, mawar.",0 days 00:03:00,4.012228
1191,the number of likes for this review is 0. the version of the app is 28.0. very helpful,4,0,28.0,it took 0 days 20:45:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks~winky,0 days 20:45:00,4.004874
1192,the number of likes for this review is 0. the version of the app is 4.0. siip,4,0,4.0,"it took 8 days 05:17:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions. thanks, lily.",8 days 05:17:00,4.0163274
1193,the number of likes for this review is 0. the version of the app is 32.0. akun bankapp sy dibobol. sistem safety bank bank belum aman,0,0,32.0,"it took 0 days 11:55:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you faced. for further assistance, please share the problem details through whatsapp at or email bankapp.co.id. if everything is fine, we hope you will give us a -star rating. thanks~diva",0 days 11:55:00,0.06895517
1194,the number of likes for this review is 0. the version of the app is 33.0. got me keblbagusir how to solve beb,4,0,33.0,"it took 0 days 01:58:00 for the developer to reply to a user's review. hello bank friend, thanks for the feedback. kindly choose the (forgot password) option on the main login page> input your user id> card number> email> validation code provided, you will automatically get an email to reset your password. ensure that your new password is different from the old one. thank you ~ rida",0 days 01:58:00,3.2561443
1195,the number of likes for this review is 0. the version of the app is 7.0. nice,3,0,7.0,"it took 0 days 01:54:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. if you have not encountered any issues with the app, we would love a -star rating from you. thanks, una!",0 days 01:54:00,2.9476209
1196,the number of likes for this review is 0. the version of the app is 33.0. easy,4,0,33.0,"it took 0 days 17:50:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. cheers, una.",0 days 17:50:00,4.0104694
1197,the number of likes for this review is 0. the version of the app is 32.0. fast and smooth transaction,4,0,32.0,"it took 0 days 00:51:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app helps simplify your transactions. thanks, asri.",0 days 00:51:00,3.9752984
1198,"the number of likes for this review is 0. the version of the app is nan. the application process is complicated, and customer service is unresponsive. do you really need to visit the bank just to register? please improve the system to make registration easier; it is not as good as livin by mandiri.",0,0,,"it took 0 days 01:22:00 for the developer to reply to a user's review. hello friend bank, sorry for any inconvenience caused. you can register a bankapp account via the ""do not have an account"" menu and then select ""register bankapp"". if you lack an account, please utilize the ""open account"" function in bankapp or visit the website http://bukarekening.bank.co.id/ to immediately perform transactions using the bankapp app. thanks~heru",0 days 01:22:00,0.72808063
1199,the number of likes for this review is 0. the version of the app is 32.0. pleasant,3,0,32.0,"it took 0 days 01:24:00 for the developer to reply to a user's review. friend bank, i appreciate the review. i hope the bankapp app simplifies your transactions. thanks~belin",0 days 01:24:00,3.9573758
1200,the number of likes for this review is 0. the version of the app is 33.0. it is extremely enjoyable and simple to use for every transaction.,4,0,33.0,"it took 0 days 02:31:00 for the developer to reply to a user's review. hello friend bank, i appreciate your review. i hope the bankapp app simplifies transactions. thanks~una",0 days 02:31:00,4.003976
1201,the number of likes for this review is 0. the version of the app is 33.0. stay calm. a smooth transaction is highly beneficial.,4,0,33.0,"it took nan for the developer to reply to a user's review. we are sorry for any issues you have encountered. please update the bankapp app to the latest version . if the app works well for you, we would appreciate a -star rating. thank you, marwa.",,3.9882565
1202,the number of likes for this review is 0. the version of the app is 33.0. fas foto dan video .lewat .gagal.trus.ganti aja namanya jgn bank mo.malu maluin aja . kwalitas gk ada .,0,0,33.0,"it took 0 days 02:03:00 for the developer to reply to a user's review. dear bank friends, we apologize for any inconvenience. ensure the video quality is clear during face verification, with good lighting and no objects obstructing your face. please repeat the process periodically and ensure a stable internet connection. if everything goes smoothly, we kindly ask for a -star rating. thanks, belin.",0 days 02:03:00,0.078107625
1203,"the number of likes for this review is 0. the version of the app is 33.0. enable all transactions, eliminating the necessity of traveling to the atm.",4,0,33.0,"it took 3 days 22:41:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback. please keep growing your banking transactions with the bankapp app. thanks~rida",3 days 22:41:00,3.996154
1204,the number of likes for this review is 0. the version of the app is 33.0. bounced.even easier.,4,0,33.0,"it took 0 days 00:24:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",0 days 00:24:00,4.0127015
1205,the number of likes for this review is 0. the version of the app is 32.0. good the application makes it easier,4,0,32.0,"it took 0 days 00:47:00 for the developer to reply to a user's review. hello, friend bank. thanks for utilizing the bankapp app, and remember to check out its other exciting features that simplify transactions. best, sora.",0 days 00:47:00,3.9840877
1206,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 15 days 18:08:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, lily.",15 days 18:08:00,3.981537
1207,the number of likes for this review is 0. the version of the app is 32.0. mantap,3,0,32.0,"it took 0 days 00:42:00 for the developer to reply to a user's review. hello bank friend, we hope the bankapp app simplifies your transactions. if everything is working well, we would appreciate a -star rating from bank buddy. thanks~erza",0 days 00:42:00,3.10869
