Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,bert_review_pred
2090,the number of likes for this review is 0. the version of the app is 30.0. very good,4,0,30.0,"it took 15 days 09:06:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback. please keep enhancing your banking experience through the bankapp app. thanks~rida",15 days 09:06:00,3.9013138
2091,the number of likes for this review is 0. the version of the app is 32.0. great fast service,4,0,32.0,"it took 0 days 00:08:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to explore other exciting features that simplify your transactions. thanks~sora",0 days 00:08:00,3.9224663
2092,"the number of likes for this review is 0. the version of the app is 25.0. simple, quick, secure, best deh bankapp",4,0,25.0,"it took 0 days 00:25:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore additional features that simplify your transactions. thanks, banu.",0 days 00:25:00,3.8815596
2093,the number of likes for this review is 0. the version of the app is 33.0. very easy transaction,4,0,33.0,"it took 5 days 07:21:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, asri.",5 days 07:21:00,3.9231014
2094,the number of likes for this review is 0. the version of the app is 33.0. mantabz,4,0,33.0,"it took 8 days 12:00:00 for the developer to reply to a user's review. hello bank team, thanks for the feedback. i hope the bankapp app simplifies transactions. thanks, sammy.",8 days 12:00:00,3.9015563
2095,"the number of likes for this review is 0. the version of the app is 32.0. mantap, memudahkan.",4,0,32.0,"it took 0 days 00:33:00 for the developer to reply to a user's review. hello friend bank, i appreciate the review. i hope the bankapp app simplifies transactions for you. thanks, riyo",0 days 00:33:00,3.940327
2096,"the number of likes for this review is 0. the version of the app is nan. everything is fine so far, just a piece of advice. keep enhancing security and minimize system errors during transactions.",3,0,,"it took 1 days 02:19:00 for the developer to reply to a user's review. dear bank friend, if everything is going smoothly with the bankapp app, we would appreciate a -star rating from you. thanks~galih",1 days 02:19:00,3.9352348
2097,"the number of likes for this review is 0. the version of the app is 33.0. open an account and create a bankapp account at custumer service kcp bank, successful and can be opened. return home open the bankapp app, write the username and password written by cs kcp bank, ehhhh, even the username is wrong. select forgot username for repair, receive a link via sms, then open the link in the sms, ehhhh, the username is correct but the application says the wrong username. tried forty times, ehhhhh, the same ""wrong username"" . kannn vangkeeee. finally i do not use the bankapp app",0,0,33.0,"it took 0 days 12:10:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. ensure that the user id and password you use to log in to bankapp are accurate. thanks~heru",0 days 12:10:00,0.4378053
2098,the number of likes for this review is 0. the version of the app is 33.0. ensuring simplicity for customers.,4,0,33.0,"it took 0 days 00:24:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app will simplify your transactions. regards, asri",0 days 00:24:00,3.8926892
2099,the number of likes for this review is 0. the version of the app is 33.0. toyyib,4,0,33.0,it took 0 days 13:45:00 for the developer to reply to a user's review. thanks for using the bankapp app! remember to check out other cool features that simplify transactions for bank friends. thx~winky,0 days 13:45:00,3.8490827
2100,"the number of likes for this review is 1. the version of the app is nan. straightforward and user-friendly. it is hoped that more amenities and functions, along with additional promotions, will be provided. wishing continued success.",4,1,,"it took 9 days 17::00 for the developer to reply to a user's review. hello friend bank, thanks for using the bankapp app. remember to explore other fascinating features that simplify your transactions. thanks~rida",9 days 17::00,3.9752455
2101,the number of likes for this review is 0. the version of the app is nan. it is hard to make mistakes,0,0,,"it took 0 days 17:02:00 for the developer to reply to a user's review. hello bank friend, to verify, kindly send the details of any issues encountered through whatsapp at or via email at bankapp.co.id. if there are no issues, we would appreciate a -star rating. thank you~shima",0 days 17:02:00,0.22900073
2102,the number of likes for this review is 0. the version of the app is 33.0. simplify processes. preserve service excellence.,4,0,33.0,"it took 0 days 06:57:00 for the developer to reply to a user's review. i appreciate your feedback. please keep enhancing your banking experiences with the bankapp app. thanks, ulfa.",0 days 06:57:00,3.959067
2103,"the number of likes for this review is 0. the version of the app is 33.0. it is really tedious using bankapp. i've been trying to create an account since yesterday, but uploading videos keeps failing. the lighting is perfectly fine, but it still does not work. i'm exhausted. unlike others, it is not easy to register. i'm so frustrated 😭😭😭😭😭😭😭😭😭",0,0,33.0,"it took 1 days 22:37:00 for the developer to reply to a user's review. hello bank buddy, kindly send all the necessary details via whatsapp at or email bankapp.co.id for verification and further action. if everything goes smoothly, we had appreciate a -star rating from you. thanks~una",1 days 22:37:00,0.08454327
2104,"the number of likes for this review is 0. the version of the app is nan. why are there so many scams claiming to be from bank and asking for a verification code? is this a serious issue, bank? please address this. 🙏🙏🙏 also, why are users always redirected to a link sent via sms when trying to access the bankapp application instead of entering directly through the app? this problem has persisted for several weeks. is there an issue?",1,0,,"it took 1 days 00:58:00 for the developer to reply to a user's review. bank friend, if there are any issues, kindly email the details to bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~mawar",1 days 00:58:00,0.48572096
