Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,deberta_replyContent_pred
2439,"the number of likes for this review is 0. the version of the app is nan. video uploads keep failing, making it difficult for nasaba only this apk.",0,0,,"it took 0 days 01:53:00 for the developer to reply to a user's review. hello bank friend, for us to review and address your issue, please send a picture of the display you received to whatsapp or email it to bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~diva",0 days 01:53:00,0.064189196
2440,the number of likes for this review is 0. the version of the app is 32.0. mntap,4,0,32.0,"it took 12 days 22:45:00 for the developer to reply to a user's review. thank you for using the bankapp app. be sure to explore other exciting features for hassle-free transactions. regards, oscar",12 days 22:45:00,3.9696078
2441,"the number of likes for this review is 0. the version of the app is nan. although there is no credit, it remains possible to transfer, which is very beneficial.",4,0,,"it took 0 days 01:32:00 for the developer to reply to a user's review. hello friend bank, i appreciate your feedback. i hope the bankapp app will simplify transactions. thanks~una",0 days 01:32:00,3.9708192
2442,"the number of likes for this review is 0. the version of the app is nan. the application is so terrible that i cannot verify my registration. it constantly fails, and it does not follow the correct process, so it is best to switch to a different bank.",0,0,,"it took 0 days 13:35:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you encountered. to investigate, please email the response you got in an image format to bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thank you~ulfa",0 days 13:35:00,0.16689079
2443,the number of likes for this review is 0. the version of the app is 33.0. gak ada menu lupa password sama sidik jarinya,0,0,33.0,"it took 0 days 01:08:00 for the developer to reply to a user's review. hello friend bank, we apologize for the inconvenience. please ensure that you have the latest version of the bankapp app and that your internet connection is stable. currently, bankapp services are operating normally. if you are not encountering any issues, we would appreciate a -star rating from you. thanks ~ rida",0 days 01:08:00,0.1323756
2444,the number of likes for this review is 0. the version of the app is 33.0. pleasant.,3,0,33.0,"it took 0 days 14:32:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. if everything is running smoothly with the app, we would love for you to give us a -star rating. thanks, lily.",0 days 14:32:00,2.8502092
2445,"the number of likes for this review is 0. the version of the app is 29.0. please improve the application, especially the login design section. in this section there is a forgot password button, make it able to scroll down because for old cellphones with small res, you cannot press it if you forget your password.",0,0,29.0,"it took 0 days 14:30:00 for the developer to reply to a user's review. hello bank friend, to assist us in verifying and addressing your issue, kindly send an image of the display to whatsapp or email bankapp.co.id. if everything is satisfactory, we would appreciate a -star rating from you. thanks~ diva",0 days 14:30:00,0.092244394
2446,the number of likes for this review is 0. the version of the app is 33.0. kepenak,4,0,33.0,"it took 0 days 00:06:00 for the developer to reply to a user's review. hello bank friends, we appreciate you using the bankapp app. remember to explore additional exciting features that simplify your transactions. thanks, arthur.",0 days 00:06:00,3.9829857
2447,"the number of likes for this review is 0. the version of the app is 33.0. easier, pbagusbagusnya good job",4,0,33.0,"it took 1 days 00:04:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. continue enhancing your banking operations with bankapp. thanks~diva",1 days 00:04:00,3.9415636
2448,"the number of likes for this review is 0. the version of the app is 29.0. farewell, subscriptions.",4,0,29.0,"it took 4 days 05:32:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. cheers, chess.",4 days 05:32:00,3.997373
2449,the number of likes for this review is 0. the version of the app is 33.0. masukan saja dari saya tolong untuk isi saldo bankapp nominal bisa isi sendiri bebas isi nominal berapa saja,2,0,33.0,"it took 0 days 21:30:00 for the developer to reply to a user's review. friend bank, we appreciate your suggestions and feedback. this helps us improve the bankapp application to enhance customer convenience and comfort. if you have had no issues, we would love a -star rating from you. thanks~johan",0 days 21:30:00,2.6545823
2450,the number of likes for this review is 0. the version of the app is 33.0. nomor pusat yg bisa d hubungi ada kah. transaksi sukses tp dana gk masuk ke no tujuan,4,0,33.0,it took 9 days 21:25:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore other exciting features to simplify your transactions. thanks~yuka,9 days 21:25:00,3.9981155
2451,the number of likes for this review is 0. the version of the app is 32.0. nice,4,0,32.0,"it took 5 days 09:47:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. thanks, una.",5 days 09:47:00,3.9868004
2452,the number of likes for this review is 0. the version of the app is 32.0. acceptable assistance.,4,0,32.0,"it took 0 days 14:34:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia",0 days 14:34:00,3.9946094
2453,the number of likes for this review is 0. the version of the app is 32.0. the purpose of this application is uncertain; it mainly involves excessive boasting.,0,0,32.0,"it took 0 days 10:30:00 for the developer to reply to a user's review. dear friend bank, we apologize for any inconvenience caused. for further assistance, please send the problem details via whatsapp at or email bankapp.co.id. if everything is fine, we would appreciate a -star rating from sobat bank. thank you~mia",0 days 10:30:00,0.10520662
2454,"the number of likes for this review is 0. the version of the app is 33.0. excellent, extremely useful.",4,0,33.0,"it took 0 days 00:43:00 for the developer to reply to a user's review. hello friend bank, i appreciate your review. i hope the bankapp app simplifies our transactions. thanks~una",0 days 00:43:00,3.9738379
2455,the number of likes for this review is 0. the version of the app is 33.0. mntab,4,0,33.0,"it took 0 days 00:24:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. cheers, oscar.",0 days 00:24:00,3.9861097
2456,the number of likes for this review is 0. the version of the app is nan. mantap👍,4,0,,"it took 0 days 20:41:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. kudos, chess.",0 days 20:41:00,3.987356
2457,the number of likes for this review is 0. the version of the app is 32.0. terimakasih bankapp sanggat tarbantu simple,4,0,32.0,"it took 1 days 21:24:00 for the developer to reply to a user's review. friend bank, i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks! ~belin",1 days 21:24:00,3.9888566
