Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,roberta_review_pred
1325,"the number of likes for this review is 0. the version of the app is 32.0. due to bankapp, conducting transactions has become simpler for me.",4,0,32.0,"it took 16 days 00:12:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, una.",16 days 00:12:00,3.8797936
1326,the number of likes for this review is 0. the version of the app is 32.0. semoga makin maju dan merakyat,4,0,32.0,"it took 13 days 21:55:00 for the developer to reply to a user's review. hello sobat bank, thank you for your feedback. please keep boosting your banking activities using the bankapp app. thanks~rida",13 days 21:55:00,3.9261942
1327,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,"it took 9 days 21:49:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, una.",9 days 21:49:00,3.9284053
1328,the number of likes for this review is 0. the version of the app is 33.0. highly beneficial,4,0,33.0,"it took 9 days 07:59:00 for the developer to reply to a user's review. hello bank partner, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",9 days 07:59:00,3.9514146
1329,"the number of likes for this review is 0. the version of the app is nan. enrolling bankapp presents significant complexities, and it consistently fails during video recordings.",0,0,,"it took 0 days 11:45:00 for the developer to reply to a user's review. bank friends, while performing face verification, ensure the video quality is adequate: avoid excessive bankghtness, illuminating light directly, and insufficient lighting. should the issue persist, kindly email the problem details to bankapp.co.id. if everything is fine, we hope to receive a -star rating from you. thanks~bevi",0 days 11:45:00,0.3303251
1330,the number of likes for this review is 0. the version of the app is 32.0. extended periods of noise. it is being enhanced consistently to prevent letdowns.,2,0,32.0,"it took 0 days 00:35:00 for the developer to reply to a user's review. hello bank buddy, we appreciate your feedback. if the bankapp application is functioning well, we had love to receive a -star rating from you. thanks, belin.",0 days 00:35:00,0.50588655
1331,the number of likes for this review is 0. the version of the app is 33.0. very easy,4,0,33.0,"it took 1 days 10:04:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to check out its other exciting features that simplify transactions. thanks, rida.",1 days 10:04:00,3.8942723
1332,the number of likes for this review is 0. the version of the app is 33.0. lack of success persists.,1,0,33.0,"it took 0 days 17:41:00 for the developer to reply to a user's review. dear friends of bank, we are sorry for the inconvenience. to investigate the issue, please send the problem details via email to bankapp.co.id or through instagram dm , twitter , , . if there are no issues, we appreciate a -star rating from our bank friends. thanks~belin",0 days 17:41:00,0.34180295
1333,the number of likes for this review is 0. the version of the app is nan. mantap,4,0,,"it took 0 days 08:57:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app; remember to explore other exciting features for seamless transactions. thanks, galih",0 days 08:57:00,3.8849063
1334,the number of likes for this review is 0. the version of the app is 33.0. t o p,4,0,33.0,"it took 1 days 20:46:00 for the developer to reply to a user's review. friend bank, thank you for your feedback. we hope the bankapp app simplifies your transactions. thanks, belin.",1 days 20:46:00,2.4416199
1335,the number of likes for this review is 0. the version of the app is 33.0. the software is terrible; numerous complaints have pointed out the lack of progress.,0,0,33.0,"it took 0 days 06:39:00 for the developer to reply to a user's review. hello bank friend, we are sorry about the issues you have faced. for further assistance, please send the problem details to bankapp.co.id. if everything's fine on your end, we would appreciate a -star rating from you. thanks~una",0 days 06:39:00,0.26776674
1336,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 00:27:00 for the developer to reply to a user's review. i appreciate the feedback. hopefully, the bankapp app will simplify your transactions. thanks, ulfa",0 days 00:27:00,3.9125786
1337,the number of likes for this review is 0. the version of the app is 33.0. simple,4,0,33.0,"it took 0 days 20:18:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope that the bankapp app facilitates your transactions. thanks, belin",0 days 20:18:00,3.8979096
1338,the number of likes for this review is 0. the version of the app is 32.0. extremely pleased and user-friendly.,4,0,32.0,"it took 0 days 05:57:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify your transactions. thanks, mawar.",0 days 05:57:00,3.84749
1339,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 6 days 02:39:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, chess.",6 days 02:39:00,3.901867
1340,the number of likes for this review is 0. the version of the app is 32.0. i enjoy bankapp.,4,0,32.0,"it took 10 days 02:16:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria",10 days 02:16:00,3.7705233
1341,the number of likes for this review is 0. the version of the app is 21.0. extremely useful.,4,0,21.0,"it took 2 days 20:13:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we encourage you to explore other convenient features that simplify transactions for bank friends. thanks, najwa.",2 days 20:13:00,3.9375036
1342,the number of likes for this review is 0. the version of the app is 31.0. wow,4,0,31.0,"it took 0 days 02:07:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 02:07:00,3.9788926
1343,the number of likes for this review is 0. the version of the app is 33.0. extremely beneficial.,4,0,33.0,it took 0 days 01:05:00 for the developer to reply to a user's review. we appreciate you utilizing the bankapp app. remember to explore other useful features to help bank friends with their transactions. thanks~winky,0 days 01:05:00,3.9270635
1344,"the number of likes for this review is 0. the version of the app is 33.0. when you access the cash withdrawal menu, it does not show up. the app has been updated, the test signal is secure, but they are all just apps. the developer did a terrible job.",0,0,33.0,"it took 0 days 21:17:00 for the developer to reply to a user's review. dear bank friend, if any issues arise, kindly email the specifics to bankapp.co.id. should everything be fine, we would appreciate a -star rating from you. thanks, mawar.",0 days 21:17:00,0.030608717
